GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM
0021800005,1610612763,Grizzlies,MEM,Memphis,240:00,0.655,0.345,0.361,0.169,0.361,0.072,0.277,0.133,0.193,0.4,0.6,1.0,0.0,0.64,0.36
0021800005,1610612754,Pacers,IND,Indiana,240:00,0.687,0.313,0.667,0.126,0.27,0.18,0.063,0.144,0.541,0.568,0.432,0.8,0.2,0.617,0.383
0021800011,1610612762,Jazz,UTA,Utah,240:00,0.658,0.342,0.455,0.016,0.317,0.114,0.228,0.106,0.439,0.464,0.536,0.615,0.385,0.512,0.488
0021800011,1610612758,Kings,SAC,Sacramento,240:00,0.8,0.2,0.718,0.188,0.179,0.145,0.103,0.205,0.53,0.31,0.69,0.571,0.429,0.347,0.653
0021800003,1610612749,Bucks,MIL,Milwaukee,240:00,0.6,0.4,0.496,0.0,0.372,0.106,0.133,0.168,0.496,0.536,0.464,0.786,0.214,0.619,0.381
0021800003,1610612766,Hornets,CHA,Charlotte,240:00,0.587,0.413,0.446,0.036,0.429,0.098,0.125,0.196,0.411,0.4,0.6,0.688,0.313,0.512,0.488
0021800008,1610612761,Raptors,TOR,Toronto,240:00,0.641,0.359,0.534,0.052,0.362,0.19,0.103,0.138,0.483,0.355,0.645,0.714,0.286,0.467,0.533
0021800008,1610612739,Cavaliers,CLE,Cleveland,240:00,0.776,0.224,0.519,0.135,0.202,0.173,0.279,0.058,0.385,0.37,0.63,1.0,0.0,0.5,0.5
0021800014,1610612755,76ers,PHI,Philadelphia,240:00,0.613,0.387,0.504,0.142,0.283,0.157,0.213,0.134,0.362,0.594,0.406,0.917,0.083,0.682,0.318
0021800014,1610612741,Bulls,CHI,Chicago,240:00,0.673,0.327,0.611,0.185,0.306,0.028,0.083,0.028,0.426,0.545,0.455,0.909,0.091,0.636,0.364
0021800016,1610612757,Trail Blazers,POR,Portland,240:00,0.63,0.37,0.484,0.047,0.305,0.094,0.211,0.141,0.438,0.29,0.71,0.923,0.077,0.477,0.523
0021800016,1610612747,Lakers,LAL,Los Angeles,240:00,0.677,0.323,0.639,0.05,0.176,0.286,0.185,0.143,0.588,0.474,0.526,0.714,0.286,0.511,0.489
0021800015,1610612764,Wizards,WAS,Washington,240:00,0.679,0.321,0.554,0.089,0.188,0.179,0.259,0.214,0.464,0.452,0.548,0.714,0.286,0.5,0.5
0021800015,1610612748,Heat,MIA,Miami,240:00,0.639,0.361,0.46,0.053,0.319,0.124,0.221,0.168,0.407,0.615,0.385,0.75,0.25,0.658,0.342
0021800018,1610612752,Knicks,NYK,New York,240:00,0.711,0.289,0.571,0.19,0.257,0.114,0.171,0.276,0.381,0.3,0.7,0.556,0.444,0.359,0.641
0021800018,1610612751,Nets,BKN,Brooklyn,240:00,0.6,0.4,0.467,0.019,0.336,0.065,0.196,0.047,0.449,0.48,0.52,0.833,0.167,0.595,0.405
0021800025,1610612760,Thunder,OKC,Oklahoma City,240:00,0.653,0.347,0.587,0.152,0.228,0.109,0.185,0.207,0.435,0.444,0.556,0.857,0.143,0.529,0.471
0021800025,1610612746,Clippers,LAC,LA,240:00,0.679,0.321,0.444,0.074,0.306,0.13,0.25,0.111,0.37,0.5,0.5,0.818,0.182,0.6,0.4
0021800017,1610612753,Magic,ORL,Orlando,240:00,0.67,0.33,0.682,0.182,0.205,0.08,0.114,0.17,0.5,0.433,0.567,0.833,0.167,0.5,0.5
0021800017,1610612766,Hornets,CHA,Charlotte,240:00,0.587,0.413,0.433,0.083,0.425,0.092,0.142,0.2,0.35,0.692,0.308,0.824,0.176,0.744,0.256
0021800024,1610612762,Jazz,UTA,Utah,240:00,0.483,0.517,0.341,0.049,0.463,0.146,0.195,0.163,0.293,0.571,0.429,0.632,0.368,0.6,0.4
0021800024,1610612744,Warriors,GSW,Golden State,240:00,0.782,0.218,0.629,0.258,0.242,0.161,0.129,0.153,0.371,0.462,0.538,0.9,0.1,0.551,0.449
0021800023,1610612749,Bucks,MIL,Milwaukee,240:00,0.505,0.495,0.458,0.0,0.432,0.169,0.11,0.203,0.458,0.444,0.556,0.882,0.118,0.614,0.386
0021800023,1610612754,Pacers,IND,Indiana,240:00,0.793,0.207,0.634,0.218,0.178,0.099,0.188,0.178,0.416,0.313,0.688,0.667,0.333,0.368,0.632
0021800021,1610612750,Timberwolves,MIN,Minnesota,240:00,0.713,0.287,0.519,0.092,0.229,0.137,0.252,0.168,0.427,0.559,0.441,0.9,0.1,0.636,0.364
0021800021,1610612739,Cavaliers,CLE,Cleveland,240:00,0.753,0.247,0.602,0.13,0.195,0.122,0.203,0.154,0.472,0.486,0.514,1.0,0.0,0.578,0.422
0021800019,1610612761,Raptors,TOR,Toronto,240:00,0.62,0.38,0.531,0.124,0.345,0.124,0.124,0.106,0.407,0.467,0.533,0.769,0.231,0.558,0.442
0021800019,1610612738,Celtics,BOS,Boston,240:00,0.636,0.364,0.515,0.178,0.416,0.178,0.069,0.109,0.337,0.615,0.385,0.929,0.071,0.725,0.275
0021800020,1610612763,Grizzlies,MEM,Memphis,240:00,0.679,0.321,0.473,0.076,0.298,0.206,0.229,0.176,0.397,0.645,0.355,0.923,0.077,0.727,0.273
0021800020,1610612737,Hawks,ATL,Atlanta,240:00,0.639,0.361,0.462,0.034,0.359,0.231,0.179,0.103,0.427,0.519,0.481,0.929,0.071,0.659,0.341
0021800022,1610612758,Kings,SAC,Sacramento,240:00,0.74,0.26,0.62,0.078,0.233,0.178,0.147,0.132,0.543,0.4,0.6,0.8,0.2,0.48,0.52
0021800022,1610612740,Pelicans,NOP,New Orleans,240:00,0.674,0.326,0.537,0.027,0.322,0.188,0.141,0.121,0.51,0.575,0.425,0.75,0.25,0.625,0.375
0021800029,1610612755,76ers,PHI,Philadelphia,240:00,0.649,0.351,0.483,0.138,0.44,0.172,0.078,0.181,0.345,0.643,0.357,0.882,0.118,0.733,0.267
0021800029,1610612753,Magic,ORL,Orlando,240:00,0.678,0.322,0.435,0.07,0.417,0.087,0.148,0.122,0.365,0.68,0.32,0.875,0.125,0.756,0.244
0021800035,1610612747,Lakers,LAL,Los Angeles,240:00,0.68,0.32,0.696,0.104,0.209,0.191,0.096,0.2,0.591,0.575,0.425,0.625,0.375,0.583,0.417
0021800035,1610612745,Rockets,HOU,Houston,240:00,0.563,0.438,0.452,0.032,0.387,0.137,0.161,0.145,0.419,0.464,0.536,0.563,0.438,0.5,0.5
0021800031,1610612765,Pistons,DET,Detroit,240:00,0.604,0.396,0.39,0.051,0.458,0.076,0.153,0.102,0.339,0.261,0.739,0.833,0.167,0.512,0.488
0021800031,1610612741,Bulls,CHI,Chicago,240:00,0.759,0.241,0.638,0.138,0.181,0.086,0.181,0.069,0.5,0.568,0.432,0.714,0.286,0.591,0.409
0021800028,1610612752,Knicks,NYK,New York,240:00,0.598,0.402,0.475,0.079,0.356,0.109,0.168,0.168,0.396,0.5,0.5,0.917,0.083,0.639,0.361
0021800028,1610612738,Celtics,BOS,Boston,240:00,0.695,0.305,0.466,0.117,0.262,0.087,0.272,0.146,0.35,0.5,0.5,1.0,0.0,0.636,0.364
0021800030,1610612748,Heat,MIA,Miami,240:00,0.618,0.382,0.536,0.161,0.295,0.063,0.17,0.107,0.375,0.433,0.567,0.727,0.273,0.512,0.488
0021800030,1610612766,Hornets,CHA,Charlotte,240:00,0.548,0.452,0.442,0.053,0.425,0.115,0.133,0.239,0.389,0.6,0.4,0.5,0.5,0.561,0.439
0021800034,1610612759,Spurs,SAS,San Antonio,240:00,0.7,0.3,0.537,0.185,0.361,0.046,0.102,0.111,0.352,0.586,0.414,0.923,0.077,0.69,0.31
0021800034,1610612757,Trail Blazers,POR,Portland,240:00,0.619,0.381,0.496,0.132,0.372,0.066,0.132,0.058,0.364,0.467,0.533,0.667,0.333,0.533,0.467
0021800026,1610612754,Pacers,IND,Indiana,240:00,0.739,0.261,0.53,0.091,0.364,0.182,0.106,0.227,0.439,0.343,0.657,0.563,0.438,0.412,0.588
0021800026,1610612751,Nets,BKN,Brooklyn,240:00,0.57,0.43,0.446,0.089,0.429,0.17,0.125,0.116,0.357,0.44,0.56,0.875,0.125,0.61,0.39
0021800032,1610612750,Timberwolves,MIN,Minnesota,240:00,0.679,0.321,0.441,0.147,0.309,0.213,0.25,0.088,0.294,0.367,0.633,0.857,0.143,0.523,0.477
0021800032,1610612742,Mavericks,DAL,Dallas,240:00,0.49,0.51,0.457,0.086,0.364,0.157,0.179,0.2,0.371,0.469,0.531,0.824,0.176,0.592,0.408
0021800033,1610612756,Suns,PHX,Phoenix,240:00,0.494,0.506,0.396,0.066,0.363,0.099,0.242,0.143,0.33,0.5,0.5,1.0,0.0,0.69,0.31
0021800033,1610612743,Nuggets,DEN,Denver,240:00,0.671,0.329,0.571,0.05,0.227,0.277,0.202,0.176,0.521,0.618,0.382,0.778,0.222,0.651,0.349
0021800027,1610612764,Wizards,WAS,Washington,240:00,0.562,0.438,0.425,0.088,0.345,0.301,0.23,0.265,0.336,0.292,0.708,1.0,0.0,0.541,0.459
0021800027,1610612761,Raptors,TOR,Toronto,240:00,0.67,0.33,0.496,0.085,0.256,0.034,0.248,0.137,0.41,0.448,0.552,0.8,0.2,0.538,0.462
0021800039,1610612746,Clippers,LAC,LA,240:00,0.719,0.281,0.643,0.087,0.13,0.113,0.226,0.217,0.557,0.459,0.541,1.0,0.0,0.524,0.476
0021800039,1610612745,Rockets,HOU,Houston,240:00,0.607,0.393,0.5,0.018,0.402,0.134,0.098,0.161,0.482,0.679,0.321,0.6,0.4,0.651,0.349
0021800036,1610612739,Cavaliers,CLE,Cleveland,240:00,0.727,0.273,0.649,0.252,0.27,0.09,0.081,0.135,0.396,0.417,0.583,0.8,0.2,0.5,0.5
0021800036,1610612737,Hawks,ATL,Atlanta,240:00,0.52,0.48,0.391,0.0,0.496,0.083,0.113,0.173,0.391,0.615,0.385,0.727,0.273,0.667,0.333
0021800038,1610612744,Warriors,GSW,Golden State,240:00,0.633,0.367,0.592,0.143,0.214,0.112,0.194,0.122,0.449,0.552,0.448,0.857,0.143,0.611,0.389
0021800038,1610612743,Nuggets,DEN,Denver,240:00,0.628,0.372,0.58,0.1,0.18,0.17,0.24,0.19,0.48,0.517,0.483,1.0,0.0,0.6,0.4
0021800037,1610612758,Kings,SAC,Sacramento,240:00,0.758,0.242,0.611,0.092,0.229,0.137,0.16,0.214,0.519,0.525,0.475,0.7,0.3,0.56,0.44
0021800037,1610612760,Thunder,OKC,Oklahoma City,240:00,0.625,0.375,0.617,0.05,0.225,0.158,0.158,0.217,0.567,0.378,0.622,1.0,0.0,0.5,0.5
0021800047,1610612756,Suns,PHX,Phoenix,240:00,0.605,0.395,0.583,0.136,0.262,0.058,0.155,0.146,0.447,0.533,0.467,0.889,0.111,0.615,0.385
0021800047,1610612744,Warriors,GSW,Golden State,240:00,0.58,0.42,0.504,0.114,0.341,0.276,0.154,0.236,0.39,0.742,0.258,0.857,0.143,0.778,0.222
0021800048,1610612759,Spurs,SAS,San Antonio,265:00,0.711,0.289,0.49,0.14,0.315,0.049,0.196,0.126,0.35,0.514,0.486,0.933,0.067,0.64,0.36
0021800048,1610612747,Lakers,LAL,Los Angeles,265:00,0.636,0.364,0.577,0.056,0.296,0.289,0.127,0.113,0.521,0.537,0.463,0.786,0.214,0.6,0.4
0021800040,1610612753,Magic,ORL,Orlando,240:00,0.624,0.376,0.602,0.151,0.323,0.065,0.075,0.097,0.452,0.643,0.357,1.0,0.0,0.737,0.263
0021800040,1610612738,Celtics,BOS,Boston,240:00,0.56,0.44,0.622,0.089,0.3,0.256,0.078,0.1,0.533,0.536,0.464,0.667,0.333,0.568,0.432
0021800045,1610612762,Jazz,UTA,Utah,240:00,0.61,0.39,0.5,0.048,0.286,0.131,0.214,0.119,0.452,0.524,0.476,0.875,0.125,0.621,0.379
0021800045,1610612763,Grizzlies,MEM,Memphis,240:00,0.667,0.333,0.478,0.087,0.293,0.043,0.228,0.207,0.391,0.5,0.5,0.778,0.222,0.581,0.419
0021800046,1610612764,Wizards,WAS,Washington,265:00,0.664,0.336,0.496,0.08,0.36,0.096,0.144,0.144,0.416,0.29,0.71,0.933,0.067,0.5,0.5
0021800046,1610612757,Trail Blazers,POR,Portland,265:00,0.639,0.361,0.516,0.113,0.266,0.113,0.218,0.048,0.403,0.406,0.594,0.818,0.182,0.512,0.488
0021800042,1610612752,Knicks,NYK,New York,240:00,0.707,0.293,0.619,0.177,0.265,0.062,0.115,0.168,0.442,0.429,0.571,0.7,0.3,0.489,0.511
0021800042,1610612749,Bucks,MIL,Milwaukee,240:00,0.583,0.417,0.452,0.032,0.411,0.04,0.137,0.105,0.419,0.429,0.571,0.882,0.118,0.6,0.4
0021800044,1610612742,Mavericks,DAL,Dallas,240:00,0.495,0.505,0.435,0.035,0.391,0.104,0.174,0.235,0.4,0.52,0.48,0.8,0.2,0.625,0.375
0021800044,1610612741,Bulls,CHI,Chicago,240:00,0.713,0.288,0.514,0.165,0.358,0.101,0.128,0.165,0.349,0.357,0.643,0.615,0.385,0.439,0.561
0021800043,1610612750,Timberwolves,MIN,Minnesota,240:00,0.612,0.388,0.574,0.099,0.208,0.257,0.218,0.129,0.475,0.655,0.345,0.714,0.286,0.667,0.333
0021800043,1610612754,Pacers,IND,Indiana,240:00,0.717,0.283,0.615,0.132,0.264,0.088,0.121,0.132,0.484,0.429,0.571,0.75,0.25,0.5,0.5
0021800041,1610612761,Raptors,TOR,Toronto,240:00,0.552,0.448,0.551,0.11,0.354,0.244,0.094,0.134,0.441,0.657,0.343,0.867,0.133,0.72,0.28
0021800041,1610612766,Hornets,CHA,Charlotte,240:00,0.711,0.289,0.604,0.189,0.255,0.047,0.142,0.104,0.415,0.438,0.563,0.778,0.222,0.512,0.488
0021800049,1610612755,76ers,PHI,Philadelphia,265:00,0.561,0.439,0.53,0.182,0.318,0.083,0.152,0.061,0.348,0.514,0.486,1.0,0.0,0.653,0.347
0021800049,1610612765,Pistons,DET,Detroit,265:00,0.694,0.306,0.586,0.105,0.271,0.083,0.143,0.09,0.481,0.359,0.641,0.667,0.333,0.431,0.569
0021800051,1610612758,Kings,SAC,Sacramento,240:00,0.64,0.36,0.571,0.089,0.348,0.17,0.08,0.125,0.482,0.594,0.406,0.769,0.231,0.644,0.356
0021800051,1610612743,Nuggets,DEN,Denver,240:00,0.697,0.303,0.635,0.063,0.262,0.143,0.103,0.103,0.571,0.55,0.45,0.818,0.182,0.608,0.392
0021800050,1610612740,Pelicans,NOP,New Orleans,240:00,0.742,0.258,0.586,0.034,0.155,0.138,0.259,0.155,0.552,0.471,0.529,1.0,0.0,0.55,0.45
0021800050,1610612746,Clippers,LAC,LA,240:00,0.77,0.23,0.661,0.11,0.138,0.147,0.202,0.101,0.55,0.361,0.639,1.0,0.0,0.439,0.561
0021800062,1610612764,Wizards,WAS,Washington,240:00,0.548,0.452,0.492,0.148,0.295,0.221,0.213,0.148,0.344,0.4,0.6,0.833,0.167,0.524,0.476
0021800062,1610612744,Warriors,GSW,Golden State,240:00,0.641,0.359,0.528,0.167,0.313,0.313,0.16,0.132,0.361,0.737,0.263,0.6,0.4,0.698,0.302
0021800058,1610612759,Spurs,SAS,San Antonio,240:00,0.782,0.218,0.604,0.104,0.188,0.125,0.208,0.146,0.5,0.379,0.621,0.833,0.167,0.457,0.543
0021800058,1610612754,Pacers,IND,Indiana,240:00,0.632,0.368,0.5,0.103,0.44,0.147,0.06,0.198,0.397,0.621,0.379,0.941,0.059,0.739,0.261
0021800056,1610612741,Bulls,CHI,Chicago,240:00,0.623,0.377,0.482,0.036,0.268,0.143,0.25,0.107,0.446,0.481,0.519,0.8,0.2,0.568,0.432
0021800056,1610612766,Hornets,CHA,Charlotte,240:00,0.588,0.412,0.491,0.127,0.273,0.036,0.236,0.155,0.364,0.556,0.444,0.8,0.2,0.622,0.378
0021800060,1610612756,Suns,PHX,Phoenix,240:00,0.631,0.369,0.602,0.053,0.265,0.15,0.133,0.097,0.549,0.559,0.441,0.8,0.2,0.614,0.386
0021800060,1610612747,Lakers,LAL,Los Angeles,240:00,0.72,0.28,0.641,0.122,0.229,0.206,0.13,0.214,0.519,0.619,0.381,0.8,0.2,0.654,0.346
0021800053,1610612739,Cavaliers,CLE,Cleveland,240:00,0.798,0.202,0.721,0.326,0.105,0.116,0.174,0.221,0.395,0.484,0.516,1.0,0.0,0.529,0.471
0021800053,1610612751,Nets,BKN,Brooklyn,240:00,0.609,0.391,0.471,0.02,0.412,0.02,0.118,0.137,0.451,0.542,0.458,0.714,0.286,0.605,0.395
0021800057,1610612762,Jazz,UTA,Utah,240:00,0.628,0.372,0.48,0.0,0.3,0.13,0.22,0.13,0.48,0.583,0.417,0.7,0.3,0.618,0.382
0021800057,1610612745,Rockets,HOU,Houston,240:00,0.54,0.46,0.539,0.135,0.371,0.09,0.09,0.27,0.404,0.375,0.625,0.636,0.364,0.457,0.543
0021800054,1610612752,Knicks,NYK,New York,240:00,0.637,0.363,0.483,0.092,0.414,0.126,0.103,0.08,0.391,0.429,0.571,0.917,0.083,0.606,0.394
0021800054,1610612748,Heat,MIA,Miami,240:00,0.646,0.354,0.473,0.055,0.355,0.164,0.173,0.127,0.418,0.5,0.5,0.846,0.154,0.615,0.385
0021800059,1610612755,76ers,PHI,Philadelphia,240:00,0.63,0.37,0.5,0.111,0.306,0.093,0.194,0.083,0.389,0.667,0.333,1.0,0.0,0.763,0.237
0021800059,1610612749,Bucks,MIL,Milwaukee,240:00,0.57,0.43,0.455,0.033,0.317,0.203,0.228,0.146,0.423,0.5,0.5,0.769,0.231,0.585,0.415
0021800052,1610612742,Mavericks,DAL,Dallas,240:00,0.56,0.44,0.5,0.115,0.346,0.212,0.154,0.173,0.385,0.538,0.462,0.917,0.083,0.658,0.342
0021800052,1610612737,Hawks,ATL,Atlanta,240:00,0.582,0.418,0.396,0.072,0.405,0.189,0.198,0.153,0.324,0.636,0.364,0.933,0.067,0.757,0.243
0021800061,1610612758,Kings,SAC,Sacramento,240:00,0.783,0.217,0.598,0.041,0.186,0.206,0.216,0.186,0.557,0.448,0.552,1.0,0.0,0.543,0.457
0021800061,1610612763,Grizzlies,MEM,Memphis,240:00,0.606,0.394,0.565,0.087,0.326,0.076,0.109,0.228,0.478,0.308,0.692,1.0,0.0,0.5,0.5
0021800055,1610612761,Raptors,TOR,Toronto,240:00,0.64,0.36,0.625,0.125,0.295,0.134,0.08,0.205,0.5,0.457,0.543,0.909,0.091,0.565,0.435
0021800055,1610612750,Timberwolves,MIN,Minnesota,240:00,0.688,0.313,0.476,0.114,0.429,0.095,0.095,0.143,0.362,0.44,0.56,0.933,0.067,0.625,0.375
0021800066,1610612747,Lakers,LAL,Los Angeles,240:00,0.685,0.315,0.595,0.066,0.248,0.165,0.157,0.215,0.529,0.556,0.444,0.7,0.3,0.587,0.413
0021800066,1610612743,Nuggets,DEN,Denver,240:00,0.75,0.25,0.702,0.053,0.158,0.14,0.14,0.14,0.649,0.45,0.55,0.667,0.333,0.478,0.522
0021800064,1610612757,Trail Blazers,POR,Portland,240:00,0.69,0.31,0.578,0.172,0.258,0.047,0.164,0.156,0.406,0.459,0.541,0.636,0.364,0.5,0.5
0021800064,1610612753,Magic,ORL,Orlando,240:00,0.651,0.349,0.544,0.123,0.316,0.149,0.14,0.114,0.421,0.613,0.387,0.833,0.167,0.674,0.326
0021800063,1610612765,Pistons,DET,Detroit,240:00,0.641,0.359,0.545,0.109,0.3,0.082,0.155,0.109,0.436,0.5,0.5,0.545,0.455,0.512,0.488
0021800063,1610612739,Cavaliers,CLE,Cleveland,240:00,0.73,0.27,0.641,0.155,0.233,0.078,0.126,0.165,0.485,0.364,0.636,0.75,0.25,0.439,0.561
0021800065,1610612760,Thunder,OKC,Oklahoma City,240:00,0.702,0.298,0.632,0.189,0.221,0.105,0.147,0.137,0.442,0.433,0.567,0.857,0.143,0.514,0.486
0021800065,1610612738,Celtics,BOS,Boston,240:00,0.628,0.372,0.436,0.119,0.327,0.05,0.238,0.158,0.317,0.409,0.591,0.909,0.091,0.576,0.424
0021800068,1610612752,Knicks,NYK,New York,240:00,0.567,0.433,0.52,0.1,0.39,0.14,0.09,0.16,0.42,0.346,0.654,0.615,0.385,0.436,0.564
0021800068,1610612744,Warriors,GSW,Golden State,240:00,0.621,0.379,0.547,0.172,0.375,0.125,0.078,0.242,0.375,0.514,0.486,0.5,0.5,0.51,0.49
0021800070,1610612746,Clippers,LAC,LA,240:00,0.709,0.291,0.466,0.09,0.271,0.083,0.263,0.09,0.376,0.323,0.677,0.583,0.417,0.395,0.605
0021800070,1610612745,Rockets,HOU,Houston,240:00,0.582,0.418,0.407,0.053,0.398,0.106,0.195,0.08,0.354,0.435,0.565,0.733,0.267,0.553,0.447
0021800073,1610612764,Wizards,WAS,Washington,240:00,0.512,0.488,0.464,0.107,0.375,0.125,0.161,0.17,0.357,0.346,0.654,0.929,0.071,0.55,0.45
0021800073,1610612758,Kings,SAC,Sacramento,240:00,0.611,0.389,0.517,0.138,0.362,0.198,0.121,0.198,0.379,0.433,0.567,0.857,0.143,0.568,0.432
0021800067,1610612741,Bulls,CHI,Chicago,240:00,0.576,0.424,0.396,0.019,0.453,0.038,0.151,0.132,0.377,0.381,0.619,0.813,0.188,0.568,0.432
0021800067,1610612766,Hornets,CHA,Charlotte,240:00,0.656,0.344,0.578,0.104,0.311,0.089,0.111,0.17,0.474,0.538,0.462,0.643,0.357,0.566,0.434
0021800071,1610612750,Timberwolves,MIN,Minnesota,240:00,0.616,0.384,0.547,0.105,0.316,0.074,0.137,0.147,0.442,0.385,0.615,0.9,0.1,0.528,0.472
0021800071,1610612749,Bucks,MIL,Milwaukee,240:00,0.5,0.5,0.48,0.048,0.456,0.176,0.064,0.12,0.432,0.567,0.433,0.789,0.211,0.653,0.347
0021800069,1610612761,Raptors,TOR,Toronto,240:00,0.703,0.297,0.569,0.121,0.284,0.216,0.147,0.155,0.448,0.455,0.545,0.727,0.273,0.523,0.477
0021800069,1610612742,Mavericks,DAL,Dallas,240:00,0.674,0.326,0.486,0.037,0.336,0.159,0.178,0.131,0.449,0.462,0.538,0.833,0.167,0.579,0.421
0021800072,1610612740,Pelicans,NOP,New Orleans,240:00,0.765,0.235,0.598,0.085,0.231,0.103,0.171,0.145,0.513,0.429,0.571,0.889,0.111,0.523,0.477
0021800072,1610612751,Nets,BKN,Brooklyn,240:00,0.592,0.408,0.417,0.07,0.496,0.078,0.087,0.061,0.348,0.583,0.417,0.632,0.368,0.605,0.395
0021800078,1610612755,76ers,PHI,Philadelphia,240:00,0.692,0.308,0.476,0.038,0.286,0.133,0.238,0.095,0.438,0.36,0.64,0.9,0.1,0.514,0.486
0021800078,1610612766,Hornets,CHA,Charlotte,240:00,0.632,0.368,0.544,0.136,0.262,0.087,0.194,0.126,0.408,0.5,0.5,0.556,0.444,0.514,0.486
0021800082,1610612759,Spurs,SAS,San Antonio,240:00,0.824,0.176,0.745,0.255,0.082,0.018,0.173,0.145,0.491,0.439,0.561,0.667,0.333,0.455,0.545
0021800082,1610612747,Lakers,LAL,Los Angeles,240:00,0.616,0.384,0.528,0.17,0.368,0.16,0.104,0.075,0.358,0.286,0.714,0.846,0.154,0.463,0.537
0021800077,1610612754,Pacers,IND,Indiana,240:00,0.824,0.176,0.723,0.218,0.126,0.168,0.151,0.252,0.504,0.535,0.465,1.0,0.0,0.583,0.417
0021800077,1610612739,Cavaliers,CLE,Cleveland,240:00,0.709,0.291,0.617,0.206,0.196,0.056,0.187,0.168,0.411,0.455,0.545,0.857,0.143,0.525,0.475
0021800079,1610612757,Trail Blazers,POR,Portland,240:00,0.625,0.375,0.45,0.162,0.324,0.036,0.225,0.135,0.288,0.24,0.76,0.667,0.333,0.378,0.622
